transcript_id,sample01,sample02,sample03,sample04,sample05,sample06,sample07,sample08,sample09,sample10,sample11,sample12
AT4G31920.1,715,896,868,694,481,788,845,800,634,859,1106,838
AT2G08335.1,0,0,0,0,1,0,2,1,3,4,5,1
AT5G16650.2,138,254,314,202,134,201,311,133,249,154,353,200
AT5G16650.1,1767,1468,1927,1598,1095,1671,1830,1754,1248,2000,2099,2133
AT2G07000.1,0,0,0,3,0,0,0,0,5,3,0,0
AT5G20920.1,3463,3987,4055,2563,4895,2140,2829,3643,2957,2904,4320,3806
AT5G20920.3,120,103,0,0,57,0,71,7,0,0,0,9
AT5G20920.2,499,477,932,1258,312,1244,1012,223,125,1236,1167,1097
AT5G06595.1,0,0,0,0,0,2,0,0,1,0,0,0
AT2G30766.2,344,189,353,219,101,116,254,287,136,184,170,243
AT2G30766.1,1996,877,1508,819,157,541,1022,1698,520,625,734,693
AT5G14620.1,596,642,643,505,555,512,475,580,374,550,623,747
AT5G12250.1,7655,8265,9702,7895,5928,7528,7558,7313,5427,8335,10045,8788
AT1G05675.1,521,433,281,742,714,867,328,519,345,1712,1804,1766
AT2G02795.1,0,0,0,0,0,0,0,0,0,1,0,0
AT1G03270.1,208,204,260,194,130,273,183,178,177,138,291,247
AT4G14240.1,2481,2919,3272,2653,2262,2504,2482,2181,1738,2118,2777,2657
AT2G20570.1,10310,11106,12771,11505,11426,10427,10241,9302,7382,10726,13631,10261
AT1G60095.1,0,0,14,0,0,0,7,8,0,3,4,7
AT2G20570.3,153,109,79,60,0,114,50,62,55,140,73,276
AT2G20570.2,18,284,8,9,3,16,5,28,7,5,19,0
AT2G33290.4,459,639,548,465,435,290,556,520,330,634,471,529
AT5G51830.2,592,634,759,693,1062,708,814,644,498,1089,1578,1191
AT5G51830.1,0,0,80,0,0,0,0,0,0,0,0,0
AT3G52050.6,243,51,190,100,108,197,115,136,40,107,298,204
AT3G11880.4,117,53,86,83,248,79,123,120,85,167,93,164
AT3G52050.4,0,59,109,128,43,10,3,6,81,0,0,4
AT3G52050.5,44,225,0,16,0,0,26,68,19,58,0,6
AT3G52050.2,10,109,35,39,153,113,175,141,188,171,15,155
AT3G52050.3,438,305,283,411,281,546,674,258,468,289,454,678
AT3G13580.9,0,0,3,0,0,62,65,0,39,0,0,56
AT3G13580.8,25,16,2,0,20,7,30,77,99,15,237,77
AT3G13580.7,29,192,0,73,203,17,18,18,6,9,17,0
AT3G13580.6,37,13,7,19,44,30,6,9,5,63,53,26
AT3G13580.5,0,0,25,2,0,0,0,0,0,4,0,0
AT3G13580.4,13,9,0,8,0,2,0,0,0,216,0,0
AT3G13580.3,75,115,26,67,84,76,28,59,37,13,43,101
AT3G13580.2,732,101,132,160,156,10,5,199,164,932,612,70
AT3G13580.1,3525,4010,4742,3507,4086,3378,4069,3864,2869,3060,5095,5178
AT5G03005.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G05435.3,0,9,0,0,0,9,8,10,15,0,5,4
AT5G05435.2,66,68,66,57,0,44,83,36,5,46,71,38
AT3G24605.1,4,8,0,7,0,0,4,8,0,0,0,0
AT5G05435.6,32,0,0,0,7,0,6,0,4,0,14,0
AT5G05435.5,17,11,11,3,0,11,11,23,18,15,11,2
AT5G05435.4,1,7,25,16,0,25,3,24,6,10,3,35
AT4G38630.1,3666,4125,4438,3526,4090,3269,3481,3473,2597,3902,5056,4467
AT3G07375.1,0,0,0,1,0,0,0,1,0,0,0,0
AT4G07390.2,3,0,0,0,0,0,6,0,0,0,0,3
AT4G14660.1,151,150,218,133,155,159,170,205,101,218,293,253
AT4G14660.2,38,66,24,4,10,8,21,19,24,30,24,36
AT1G08350.1,10,25,0,6,12,0,0,1,3,13,19,7
AT1G07277.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07130.1,120,96,160,111,0,105,156,51,91,0,122,136
AT1G08350.2,184,0,280,95,0,164,181,134,127,0,0,257
AT2G01770.1,10,13,23,0,3,6,14,0,0,9,0,11
AT5G35917.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G11880.3,113,108,46,155,152,65,114,162,53,303,69,185
AT3G04155.1,7,14,2,6,14,9,4,4,3,1,9,9
AT2G37680.2,35,73,25,275,30,272,59,33,90,69,411,31
AT2G37680.1,375,301,385,28,116,47,253,309,135,280,59,447
AT5G63990.2,62,9,7,9,3,8,3,8,56,4,7,25
AT3G07568.1,746,794,866,722,698,701,630,783,549,747,1001,948
AT1G67310.1,1529,1613,1896,1855,1315,1647,1698,1600,1403,2383,2911,2693
AT1G09070.1,8005,8350,9843,10788,10643,10324,9217,9979,7899,14484,18741,16812
AT3G24080.4,162,164,179,159,165,207,137,197,93,169,202,150
AT3G44703.4,0,0,0,0,0,0,0,0,0,0,0,0
AT3G44703.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G24080.1,4553,4567,4960,3788,5415,3341,4183,3915,3124,4082,5421,5079
AT3G24080.2,36,18,13,37,9,67,64,69,12,24,27,21
AT3G24080.3,171,145,151,154,149,201,131,184,109,169,188,150
AT3G26147.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G08425.1,1,1,1,1,1,1,1,1,1,1,1,1
AT1G80650.1,218,182,356,181,187,155,103,205,158,267,285,256
AT1G80650.3,177,98,150,197,81,237,142,270,132,326,259,237
AT1G80650.2,9,76,24,16,17,30,72,35,23,39,15,16
AT1G80650.4,48,79,29,38,75,63,80,35,75,84,137,113
AT5G62170.1,61,181,127,94,0,139,0,132,92,187,82,122
AT5G62170.2,39,19,75,8,0,8,57,9,5,14,10,53
AT2G02550.2,0,0,0,0,0,0,0,0,0,0,0,0
AT5G66310.1,496,965,997,1268,742,530,1079,391,711,558,758,1203
AT5G66310.2,0,0,89,51,0,300,6,344,0,78,144,80
AT5G66310.3,683,317,333,0,214,422,87,479,208,714,678,302
AT4G12640.1,1222,1166,1278,987,768,862,1128,1101,790,909,1148,1173
AT4G12640.2,159,263,180,142,37,328,147,162,91,212,198,219
AT4G12640.3,0,0,19,35,0,0,0,0,0,19,0,0
AT4G12640.4,27,30,64,97,11,26,30,0,53,28,62,54
AT4G36710.1,436,614,677,403,438,370,511,498,363,391,487,370
AT3G43740.1,889,669,850,568,390,900,909,861,706,1096,1223,996
AT3G43740.2,137,386,149,230,131,202,105,275,76,245,148,93
at1g48742,0,0,0,0,0,0,0,0,0,0,0,0
AT3G01525.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G05823.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G07185.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G19950.2,1309,1536,1632,1175,1095,1329,1188,1244,1134,1519,1170,815
AT2G19950.1,0,0,135,99,0,28,269,113,0,64,565,840
AT2G05360.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G32360.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08587.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G48140.1,287,276,345,213,223,203,246,269,203,265,389,312
AT1G48140.2,0,15,0,4,0,0,0,0,0,0,0,0
AT2G35830.2,2260,2480,2666,2742,1831,2556,2417,2216,1625,2328,3107,2258
AT2G35830.1,2169,2536,2546,2534,1520,2426,2110,1814,1653,2337,2829,2488
AT5G04815.1,0,0,2,0,0,0,0,0,0,0,0,0
AT2G02080.1,511,480,591,747,558,494,826,346,506,427,558,310
AT2G02080.3,538,746,610,573,186,551,740,1131,355,413,544,332
AT2G02080.2,86,16,19,9,1,18,1,41,105,23,90,99
AT2G02080.5,84,40,0,80,0,41,95,106,188,366,0,402
AT2G02080.4,498,520,605,47,0,366,386,144,173,524,373,327
AT2G02080.6,79,14,6,13,1,17,0,44,129,21,88,90
AT3G54750.3,449,418,501,367,255,193,246,183,125,232,360,490
AT1G30972.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G04870.2,2306,1680,1731,1221,3024,2109,1732,1518,1446,2720,2766,2000
AT3G54750.1,366,451,399,235,248,231,521,461,220,225,279,448
AT3G43590.1,1107,1358,1512,1050,1032,1137,1328,1101,926,1174,1300,1398
AT5G59680.1,46,138,75,47,43,49,23,91,50,77,99,67
AT1G13990.2,0,9,11,31,8,9,5,14,11,6,10,5
AT1G13990.3,3,0,0,0,0,0,0,0,0,0,0,0
AT1G13990.1,328,486,707,581,687,419,673,400,454,977,1219,1019
AT1G65180.1,29,28,39,15,7,37,51,34,51,34,64,68
AT4G04830.2,1,0,0,12,1,0,1,0,0,1,0,1
AT5G37260.1,562,464,580,448,288,567,400,514,385,522,591,425
AT1G11560.1,0,0,3,0,4,9,11,0,2,0,0,0
AT3G54750.4,182,301,204,164,140,115,158,117,108,79,125,199
AT5G26230.1,247,170,304,246,27,282,304,307,216,387,381,164
AT3G23540.1,1063,1153,1419,1171,488,1178,1349,854,911,1248,1547,1313
AT3G14620.1,2469,3163,3272,3834,2631,3712,3278,2436,2445,4399,6731,5621
AT3G23540.3,175,265,185,206,489,281,59,449,70,247,297,557
AT4G04565.1,2,5,0,0,2,0,8,5,0,0,3,0
AT4G07960.2,0,63,142,86,77,61,111,100,0,57,56,144
AT5G36350.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G38760.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G32810.1,2980,3147,3188,2899,2186,2126,3000,2414,2243,3170,3920,3704
AT5G56810.2,63,7,4,28,6,0,2,0,33,3,2,15
AT5G53090.1,201,158,153,132,101,114,133,172,79,129,173,171
AT2G32810.2,63,257,18,113,43,511,107,272,78,222,49,58
ATCG01260.1,0,0,1,0,1,0,1,1,0,0,0,0
AT3G25970.1,93,29,83,32,69,45,40,74,67,47,45,79
AT5G44567.1,0,17,30,14,8,3,10,4,20,17,13,11
AT5G04280.5,20,44,112,0,56,71,34,10,14,74,28,22
AT4G37990.1,0,362,1332,61,0,107,0,8,0,2,7,14
AT1G04427.1,4,13,2,0,4,1,4,4,0,4,9,0
AT5G23155.1,0,0,5,3,34,0,3,2,0,19,4,0
AT5G23155.2,36,45,51,56,19,51,60,61,25,24,57,54
AT4G00872.1,4,0,4,0,0,0,0,0,0,0,0,0
AT5G40890.2,194,194,183,311,40,86,365,220,176,188,91,87
AT5G40890.1,9961,11380,11570,9579,6537,10669,10010,9596,7394,10141,12782,9721
AT1G72520.1,837,670,728,1047,633,1107,838,826,512,2922,2863,2957
AT2G34370.1,0,0,4,0,3,0,0,0,0,0,12,4
AT3G25210.1,326,359,491,277,325,309,330,335,283,393,609,516
AT5G05555.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G41590.1,0,3,1,0,0,0,2,0,0,1,0,0
AT4G23230.1,23,59,57,42,56,72,41,59,31,91,105,81
AT3G30460.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G30460.1,155,90,149,84,171,93,61,72,48,51,155,95
AT5G09980.1,27,7,25,39,21,25,13,12,22,43,67,23
AT5G44480.1,11,4,36,13,20,0,0,0,0,7,6,15
AT3G02580.1,1310,1388,1690,1160,510,1353,1257,1298,940,1098,1249,1235
AT1G58120.1,0,5,0,0,7,0,0,17,7,0,16,3
AT5G04280.3,385,355,881,349,598,488,253,390,303,808,476,860
AT5G58500.1,30,64,41,41,30,41,63,59,20,58,53,83
AT5G02735.1,3,0,2,0,0,1,0,1,1,0,0,0
AT3G42565.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G25830.1,1020,1138,1242,1082,853,1110,1142,1042,873,1017,1385,1111
AT5G35600.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G15580.1,1355,1247,1350,1131,648,970,1156,1172,975,1399,1498,1450
AT2G45870.1,142,125,160,31,0,71,113,98,118,60,113,128
AT5G07925.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G45870.3,111,41,43,26,15,11,72,16,11,53,47,28
AT2G45870.2,2,0,8,75,68,32,0,46,15,0,23,25
AT1G32630.2,1,0,3,0,0,0,0,1,0,1,1,0
AT5G07970.1,1598,1648,1717,1473,980,860,1300,1730,1381,1798,1956,1917
AT5G48700.1,0,0,0,4,0,0,0,0,0,0,0,0
AT1G32630.1,2426,2514,2874,4810,3829,4132,2790,2763,2360,9595,12536,10232
AT4G09040.2,0,0,0,0,0,0,13,0,0,23,0,0
AT4G09040.1,5219,5090,5584,4255,3646,4413,5117,4522,3569,4712,5632,5227
AT5G36225.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G24940.1,2728,3453,3661,3012,6566,2888,2967,2924,2326,3243,4998,4735
AT1G62110.1,288,371,391,337,242,213,312,274,202,219,321,290
AT5G40580.1,206,62,0,48,0,0,0,0,0,96,0,0
AT2G17880.1,832,757,1003,1070,903,1004,1068,1359,1048,1423,1638,1569
AT5G40580.2,1308,1377,1837,1118,680,1307,1588,1454,1199,1373,1913,1551
AT2G47450.1,23421,26089,28505,23904,27314,22213,23686,24102,19177,27201,32223,30604
AT4G37200.1,3067,3158,3546,2942,3244,2983,2855,2684,1977,3012,4146,3724
AT2G26610.1,0,0,0,0,0,0,0,0,0,4,11,0
AT1G10630.2,33,46,30,23,28,30,44,21,32,7,46,140
AT5G45340.2,7,163,122,61,97,155,177,290,50,20,100,157
AT1G10630.1,2071,2628,2755,2307,2471,2001,2312,2015,1580,2323,2667,2548
AT3G51980.1,1107,1334,1479,1178,1379,1081,1303,964,849,1419,1550,1359
AT5G49130.1,0,0,0,0,0,3,10,0,3,0,3,0
AT4G21280.2,5166,5648,5340,4461,984,5559,4896,4435,3573,4574,4090,5031
AT4G21280.1,72717,78741,87373,67488,42312,72792,72443,69630,54215,66136,80064,69466
at1g07283,0,0,0,0,0,0,0,0,0,0,0,0
AT5G57625.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G29850.2,559,598,725,967,1203,950,649,936,420,502,1385,510
AT1G29850.3,48,20,12,36,16,18,26,18,10,41,92,23
AT1G05035.1,0,4,0,0,0,0,4,0,0,0,0,1
AT1G29850.1,1819,1947,2035,1364,1141,1500,1982,1562,1395,2013,1964,2424
AT3G08080.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G07570.5,51,193,43,25,57,6,15,62,23,174,64,38
AT1G07570.4,104,167,217,59,43,116,240,243,117,258,354,274
AT1G07570.1,826,728,406,861,787,1108,1078,755,607,702,551,886
AT1G07570.3,100,57,107,0,5,36,25,67,18,66,43,140
AT1G07570.2,534,716,850,576,168,375,444,523,517,777,1097,741
AT5G65615.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G17170.1,3043,3134,3492,2484,4110,2430,3194,3007,2456,2842,3737,3973
AT1G10586.2,0,0,0,0,0,1,0,0,0,0,0,0
AT5G41620.3,0,0,0,0,0,0,0,0,0,0,0,0
AT5G41740.1,532,0,0,0,1606,0,0,0,0,0,1004,0
AT5G41740.2,54,160,60,62,45,37,56,123,45,80,70,72
AT5G41740.3,1405,2056,2226,2517,0,2454,2196,2564,1801,2708,2583,3507
AT5G03525.1,0,0,7,0,4,1,5,0,0,5,2,0
AT4G25240.2,352,355,384,205,0,277,388,274,252,177,199,257
AT4G25240.1,0,0,0,0,176,0,0,0,0,0,0,0
AT4G16710.2,100,45,91,67,59,48,98,74,51,41,112,92
AT4G16710.3,170,197,295,223,260,248,137,187,155,261,297,281
AT4G24970.1,491,433,455,317,518,438,410,406,393,536,669,742
AT4G16710.1,41,163,46,64,36,27,55,86,41,22,128,62
AT4G16710.4,0,0,0,10,20,48,17,0,12,15,12,20
AT5G50590.2,3,0,4,4,0,5,6,0,5,0,0,0
AT5G02215.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G27770.1,3084,3067,4246,3608,1491,3349,3770,3453,2734,4389,5501,4299
AT5G18760.1,714,876,927,809,566,861,819,668,578,787,1265,1046
AT5G20165.4,12,22,9,3,10,50,21,28,10,24,17,19
AT5G18760.2,50,36,102,67,1,141,114,42,8,34,36,100
AT5G20165.2,50,103,61,32,42,51,57,36,23,31,32,38
AT3G18580.1,385,382,378,383,504,350,463,321,333,475,659,581
AT1G28570.2,0,0,0,0,0,0,0,0,0,0,0,19
AT1G28570.3,3,3,3,9,9,5,4,2,4,10,6,9
AT1G28570.1,367,450,478,484,218,389,493,372,287,377,558,324
AT5G36720.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G16990.4,320,1559,235,64,137,306,180,110,251,155,151,122
AT5G50590.1,0,0,0,6,0,3,0,0,0,2,0,4
AT4G16990.6,0,0,0,0,0,0,0,0,0,0,0,1736
AT2G27550.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G10120.3,1785,606,1626,3677,2940,3940,6680,3284,1848,2865,3244,2311
AT4G10120.2,14388,18898,19060,14046,9342,15721,8763,13008,8927,11599,15868,6953
AT4G10120.1,2419,3064,2464,4721,3546,3930,3727,940,2422,3966,4400,9750
AT4G16990.7,0,0,0,0,0,0,0,0,0,0,0,492
AT1G74570.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G29925.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G04520.1,1943,1633,1979,1467,408,1490,2144,1727,1247,1441,1677,1287
AT4G10120.4,0,0,13,288,83,116,17,4,136,0,0,0
AT2G15318.1,0,0,4,4,4,8,9,7,0,3,3,3
AT5G60840.2,1,1,5,1,4,7,4,2,5,1,1,1
AT5G49500.2,201,116,163,75,198,113,134,92,127,174,201,167
AT3G27100.1,324,346,384,385,594,385,364,367,225,451,469,522
AT2G03320.2,0,0,0,0,0,0,0,0,0,0,0,0
AT2G03320.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G61800.1,46,42,70,53,61,27,34,52,26,55,60,87
AT1G10586.1,0,0,0,0,0,3,0,0,0,0,0,0
AT4G00155.1,0,0,0,0,0,0,0,0,0,1,2,0
AT5G65400.1,208,195,279,219,146,145,223,239,142,119,315,224
AT5G65400.2,74,124,98,93,104,78,47,89,83,139,132,158
AT3G43230.1,1500,1645,1943,1671,1718,1904,1700,1811,1404,2291,2677,2264
AT4G07335.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G12490.2,1664,1778,1882,1670,1165,1564,1650,1787,1385,1944,2495,2445
AT3G24068.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G24060.1,0,0,0,0,0,0,0,0,0,0,0,0
at3g11435,0,0,0,0,0,0,0,0,0,0,0,0
AT4G09250.1,340,430,422,284,368,372,371,338,314,363,368,401
AT2G39730.1,416297,473035,472294,406497,426650,452560,401594,359853,280766,420376,547081,469135
AT2G39730.3,54882,84376,136600,129303,37426,58246,58537,143011,100628,68267,66565,51168
AT2G39730.2,337538,377557,374418,320208,304426,362762,330853,279152,222582,341792,454306,386658
AT3G12490.1,7,3,12,20,3,5,8,2,14,9,25,23
AT3G25221.1,3,5,7,3,0,5,1,0,5,0,5,4
AT4G18470.1,88,105,91,78,63,100,115,120,72,78,196,133
AT5G41620.2,28,1,5,61,56,5,1,11,2,52,56,2
AT2G35240.1,1378,1236,1490,1250,819,1312,1451,1371,1073,1511,1893,1425
AT3G05695.1,0,0,0,0,0,0,0,0,0,0,0,0
AT2G21187.1,1007,1067,1185,1421,1302,1460,1118,1080,966,1152,1498,1521
AT2G21187.2,15,10,9,4,9,16,9,1,16,11,27,20
AT2G21187.3,0,5,0,0,0,0,0,0,0,0,0,0
AT5G58840.1,0,36,38,0,0,24,0,0,51,0,0,0
AT1G07267.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G64980.2,39,82,102,62,49,24,78,119,20,18,24,115
AT1G55650.1,0,4,0,0,0,0,0,0,0,0,0,0
AT4G21065.1,111,60,130,87,80,82,99,58,82,114,103,115
AT4G39370.1,260,357,296,226,193,204,288,223,226,351,497,307
AT4G26300.5,1903,1922,1996,1623,1279,1636,1905,1609,1229,1738,2227,1976
AT1G75960.1,127,136,84,127,67,135,113,108,58,180,162,233
AT1G35170.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G35170.2,85,83,62,58,13,88,110,75,31,84,60,43
AT1G35170.3,0,0,0,0,0,0,0,0,0,0,0,0
AT1G35170.4,0,0,0,0,0,0,0,0,0,0,0,0
AT5G50160.2,452,278,242,413,182,399,699,482,338,348,916,236
AT2G11200.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G50160.1,1605,1696,2039,1336,664,1444,1514,1436,1306,1644,1352,1800
AT5G02430.1,224,264,270,178,189,162,218,151,156,188,170,217
AT4G21690.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G20790.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G09953.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G62000.4,0,165,229,45,0,0,51,334,0,131,59,744
AT5G62000.5,650,2564,998,510,505,297,547,1600,494,2123,3994,1238
AT4G10480.2,225,311,324,218,263,183,269,152,180,129,117,364
AT5G18950.1,288,453,301,303,447,297,432,340,269,338,530,433
AT2G42865.1,52,49,48,38,47,55,51,47,51,44,54,83
AT3G03790.3,286,0,0,0,0,0,302,191,60,0,0,234
AT3G03790.2,3323,3394,2796,4398,3220,4300,2099,3276,3230,3426,4407,4338
AT3G03790.1,481,1164,1668,0,0,0,1950,559,0,1025,1188,0
AT3G26237.1,0,0,0,1,0,1,0,1,0,3,0,0
AT1G42680.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G03285.1,67,45,64,50,18,126,133,126,58,53,31,13
AT5G40340.2,0,0,0,0,22,0,0,0,0,0,0,0
AT5G40340.1,4112,4498,4747,4027,5586,3618,4340,3972,3146,5624,7817,6605
AT2G47550.1,2,5,9,7,0,4,7,0,2,0,0,10
AT4G13390.2,0,0,0,0,0,0,0,0,0,0,0,0
AT3G06975.1,0,0,0,0,0,0,0,0,0,0,0,0
AT4G13495.2,5756,3232,4241,4153,2284,3861,5050,4034,3253,4484,7603,6038
AT4G13495.1,4311,5947,6102,5356,1765,6357,6025,6552,5777,7385,5026,4588
AT3G15440.1,0,0,0,0,0,0,0,0,0,3,0,0
AT4G02270.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G53550.1,0,0,0,0,0,3,0,0,0,0,0,0
AT1G19394.1,27,31,21,17,10,24,51,40,23,27,20,44
AT3G09930.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G57410.2,0,0,0,0,1,0,0,0,0,3,0,0
AT2G34980.1,71,95,56,58,27,84,64,78,48,58,63,68
AT4G06890.1,0,0,2,3,0,0,0,0,0,0,0,0
AT5G64520.2,29,9,0,15,95,3,36,26,31,5,20,50
AT2G16570.1,84,54,59,60,55,23,53,30,36,67,37,38
AT3G50510.2,0,4,0,3,0,9,0,2,0,8,0,0
AT1G53300.1,2901,3219,3374,2546,1942,2697,3025,2859,2231,2950,3716,3006
AT4G17940.1,1326,1334,1611,1268,1679,1155,1195,1165,1106,1736,2209,1981
AT1G07270.2,0,0,0,0,0,1,0,0,0,0,14,0
AT5G58700.3,196,140,193,128,127,128,194,198,170,185,189,187
AT1G28070.1,49,75,68,45,48,54,61,60,63,131,126,91
AT1G07270.1,51,122,85,69,56,70,131,68,101,51,28,80
AT2G35630.1,5561,6457,6654,5615,5096,5626,5604,5897,4556,6345,7273,7064
AT2G35630.2,1,11,8,14,0,0,0,40,4,4,5,90
AT3G22840.1,1147,1496,1441,773,990,880,1140,904,668,630,823,709
AT5G11170.2,1474,1722,1574,1409,695,1299,1427,1703,1423,1978,1765,1702
AT5G11170.1,8658,8674,10580,7796,6518,8143,8517,8832,6161,8928,10851,10304
AT3G07880.1,2338,2428,2668,2188,1434,2243,2251,2337,1710,2535,3023,2793
AT1G78850.1,12676,12548,12989,15659,7120,17422,11711,13058,10100,23471,26244,21520
AT5G65390.1,308,305,383,276,107,210,231,224,198,279,216,177
AT1G53310.1,949,2194,1357,3284,821,2416,356,1290,471,271,1741,1003
AT1G53310.2,1564,3028,1872,1042,1037,1377,683,1136,1268,3007,4057,2593
AT1G53310.3,2830,1578,3353,999,3244,1212,3905,2367,2151,2459,888,2281
AT2G33175.1,59,21,34,13,10,8,7,26,31,29,32,24
AT5G10695.1,39,56,32,17,49,60,48,27,47,65,112,145
AT4G19210.1,6163,6559,7363,5387,3953,5945,6270,5659,4811,6189,7866,6920
AT2G42870.1,198,165,193,156,226,135,177,236,172,203,340,430
AT2G24617.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08293.1,4,3,3,9,6,2,3,13,6,3,0,0
AT5G55850.1,74,323,55,0,52,91,0,25,37,138,144,0
AT5G55850.3,2228,2534,3386,2932,2582,2692,2674,2398,1972,3014,4130,3179
AT5G55850.2,6,5,7,14,2,8,12,9,9,18,7,7
AT2G15128.1,140,104,131,92,96,93,146,136,71,105,129,118
AT4G02030.2,0,2,0,1,0,0,3,0,0,0,0,0
AT5G38310.1,9,14,3,27,15,13,5,18,4,33,35,29
AT4G02030.1,1097,1327,1311,989,635,1021,1088,1036,956,1176,1243,1106
AT5G36950.1,1340,1197,1424,1198,760,1362,1455,1124,804,1296,1770,1286
AT2G40350.1,0,0,3,0,0,0,0,0,0,0,0,5
AT3G59245.1,0,0,0,0,0,0,0,0,0,0,0,0
AT1G08283.1,35,30,30,8,28,17,20,21,14,42,21,14
AT5G41510.1,0,0,0,0,0,0,0,0,0,0,0,0
AT5G65780.1,2102,2329,2497,2009,1032,2277,2345,2251,1715,2367,2683,2459
AT1G24300.1,1952,1798,2577,1924,1343,1590,2190,1787,2012,1768,2580,2365
AT1G24300.3,113,270,0,0,5,165,1,0,0,0,213,96
AT1G24300.2,379,914,389,834,253,1009,646,1123,126,754,286,374
AT1G78680.1,1833,2057,2338,2333,1370,2413,1843,1793,1433,2258,3069,2458
AT1G78680.2,37,54,26,210,13,60,27,111,23,81,181,177
AT1G14250.1,1726,2148,1821,2783,2158,2474,2157,1488,1747,3120,2724,2718
AT4G13840.1,4645,5391,6101,5648,4617,5947,5098,4817,3611,5311,6712,5576
AT5G23450.4,153,65,0,0,0,0,0,116,0,0,0,0
AT4G16360.1,1997,1721,2161,1533,970,1714,1668,1681,1230,1395,1531,1472
AT3G04181.1,11,7,27,19,0,14,5,11,22,8,0,3
AT3G55760.1,293,432,452,475,430,350,462,353,418,477,493,420
AT4G24900.2,198,54,193,198,120,157,49,90,91,213,163,59
AT3G55760.3,157,174,324,151,230,190,48,242,28,81,531,290
AT3G55760.2,180,157,0,25,60,130,161,97,56,73,0,171
AT1G77180.3,572,948,1145,17,161,0,641,987,371,665,2716,1039
AT1G77180.2,2479,3740,2882,619,2923,623,3112,3338,2440,2924,3760,4645
AT1G77180.1,2449,1271,2224,4765,2334,4542,2015,1219,1362,2963,2001,1707
AT1G08730.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G50890.1,274,204,394,200,85,166,275,273,183,217,192,217
AT5G23970.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G07895.1,1,3,0,0,14,1,4,4,0,7,0,0
AT2G34570.1,403,454,504,342,343,370,362,356,250,343,503,443
AT5G09095.1,0,0,0,0,0,0,0,0,0,0,0,0
AT3G21180.1,0,0,0,0,0,0,0,0,0,0,3,0
AT3G04195.1,0,0,0,0,0,0,0,3,0,4,6,0
AT1G54350.1,4795,5583,5518,4637,3910,4468,5156,4793,3737,4865,6060,4883
AT4G34440.1,0,8,0,0,0,0,0,0,0,0,7,0
AT2G15530.5,389,346,715,312,189,588,480,439,328,398,434,791
AT2G15530.4,70,20,77,61,57,28,52,146,60,58,24,17
AT2G40475.1,1860,1760,2056,1840,1043,1938,1790,1393,1242,1338,1442,1092
AT2G15530.6,0,39,0,0,0,0,0,0,0,0,0,0
AT2G15530.1,65,152,113,56,1,66,306,228,0,132,205,43
AT5G05800.2,695,582,242,512,156,405,241,263,190,347,603,884
AT2G15530.3,411,432,315,379,177,302,202,382,333,601,499,160
AT2G15530.2,448,344,419,324,243,527,347,408,391,367,539,590
AT1G63420.1,1022,1044,1143,817,682,850,985,886,744,1057,1164,1289
